Party Items,,,,,
Catering,,,,,
"2"" Chafer Half Pan",stainless steel ,1, https://www.webstaurantstore.com/1-2-size-standard-weight-economy-stainless-steel-steam-table-hotel-pan-2-1-2-deep/922STP502.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYLe9BBx2wsEXbIZ3vs-OAAV0WFMxcp-O4R_jnI3ZG6Djr0Z1L8U1ZxoC5ZsQAvD_BwE,,
"2"" Full Chafer Pan",stainless steel ,2, https://www.restaurantequipmentsolutions.com/img/lrg/a/amet-econ22.jpg,,
"6 pan camcarrier, Cambro",Insulated; keep warm foods up to temperature or cold foods below 41 degrees for 4 hours ,32.5, https://www.webstaurantstore.com/cambro-upc400131-ultra-pan-carrier-dark-brown-front-loading-insulated-food-pan-carrier/214UPC400BRN.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fgPMHcSxp29k9a7nCY55jKOSmakFUQMORF6FtiHFT465igMo2sig3RoCVokQAvD_BwE,,
"6 pan heated camcarrier, Cambro",will hold food up to 165 degree for 4 hours to meeet Food Safety Standards ,47.5, https://www.webstaurantstore.com/cambro-upch400110-black-ultra-pan-carrier-heated-holding-pan-carrier-110v/214UPCH400BK.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fqs9SLlrLDGw5648RoOThT57VLUm5JsjeY6jHOpkziT3u8mT94aOBxoCzvwQAvD_BwE, ,
Cambro 5 Gallon, 5 gallon drink dispenser; use for hot or cold drinks ,12, http://5starrental.com/wp-content/uploads/2016/07/Cambro-Drink-Dispenser.jpg,,
Serving Spoons,"Stainless Steel for a clean, sleek appearance ",0.5,https://images-na.ssl-images-amazon.com/images/I/71Wz83JftgL._SX355_.jpg,,
"SS Tongs 12""",,1,https://www.webstaurantstore.com/12-heavy-duty-stainless-steel-utility-tong/92247312.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYDzCZmwk0JBrNYyRX-Jc6wb2HOw-BZufup9FvB9vifqiEcOwqhBdUhoCHc0QAvD_BwE,,
Acrylic Serving Tray,,6.5,http://cdn.displays2go.com/images/zoom/ft1813cl.rw_preview.jpg,,
Acrylic Salad Tongs, ,1,https://wholesaleacrylicdisplays.com/WebRoot/Store6/Shops/45632687-2f2e-4604-8a03-ff7e170f9657/587D/1428/7495/ED11/7432/0A48/331F/BCFF/Tongs.jpg,,
Falafal Tongs,,1,http://falafelexperts.com/accessories-3/,,
Oil & Vinegar Cruet Set,condiments not included ,3.5,http://cdn.displays2go.com/images/zoom/ovkit12w.ra1_preview.jpg,,
100 cup Coffee Urn,3.9 gallon capacity ,15, https://www.webstaurantstore.com/proctor-silex-45100-100-cup-3-9-gallon-coffee-urn/41045100.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fiIcbJ87E6uBzSDnzHI_qkrK5YCb28kAtECIZDAJaqlgbKufArqZthoCkfMQAvD_BwE,,
30 Cup Coffee Urn,1.2 gallon capacity ,9, https://www.webstaurantstore.com/west-bend-58030r-30-cup-1-2-gallon-aluminum-light-duty-coffee-urn/53958030R.html,,
Air Pot 2.5L/10.5 cup,perfect for keeping hot drinks hot,6.5, https://www.webstaurantstore.com/choice-2-5-liter-glass-lined-stainless-steel-airpot-with-lever/234AP825.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fgHGF6Iq7_FsNSPU0qS_-Vsu_AaSBzEviO9v15edxqXNquvFCC37-BoCVtIQAvD_BwE,,
Coffee Server,insulated to keep hot drinks hot ,4, https://cdnimg.webstaurantstore.com/images/expanded-descriptions/4/7/47631/2481bb0d-5056-b05e-bc0d2c0722c7626c.jpg,,
Carafe,glass carafe ,1, https://images-na.ssl-images-amazon.com/images/I/31IvkYMUUtL._SL500_AC_SS350_.jpg,,
Acrylic Pitcher,60 oz of liquid capacity ,1.75, https://www.webstaurantstore.com/choice-60-oz-clear-san-plastic-beverage-pitcher/69060P.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYIMt0nS13O-lbqPckcqPFRuaKtG9pCbThcbBKsCAV1Bv0-MRIUPdwxoCM5kQAvD_BwE,,
Glass pitcher,60 oz of liquid capacity,2.75, https://www.webstaurantstore.com/libbey-5260-60-oz-glass-pitcher/9995260.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYIo8nnt6XwEhcn8TvsGhqX3eToWFhSvKVurLj-sMjxd-jiZxfOxknBoClRoQAvD_BwE,,
"Acrylic bowl 23"" 40.7 Qt",Use for side dishes or salads ,5.75,https://www.google.com/search?q=camwear+ribbed+bowl+23%22&tbm=isch&tbo=u&source=univ&sa=X&ved=0ahUKEwjoj7LAmvTVAhXngFQKHXceBCYQsAQIJA&biw=1920&bih=950&safe=active&ssui=on#imgrc=--1T3spK7X-OBM:,,
"Acrylic bowl 18"" 19.2 Qt",Use for side dishes or salads ,4.75,https://www.google.com/search?q=camwear+ribbed+bowl+23%22&tbm=isch&tbo=u&source=univ&sa=X&ved=0ahUKEwjoj7LAmvTVAhXngFQKHXceBCYQsAQIJA&biw=1920&bih=950&safe=active&ssui=on#imgrc=--1T3spK7X-OBM:,,
"Acrylic bowl 12"": Black",Use for side dishes or salads ,4.5, https://www.webstaurantstore.com/cambro-rsb10cw110-3-2-qt-black-camwear-round-ribbed-bowl/214RSB10CWBK.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYG_Q0STqsOCQWF7vYE0KEbr00fSPU5enZ9moPQuZFfcVmNuQeU4yRxoC-QEQAvD_BwE,,
,,,,,
Guest Accomodations ,,,,,
Coat Rack - Large ,Perfect for winter gatherings,8,https://www.google.com/search?biw=1920&bih=950&tbm=isch&sa=1&q=coat+rack+z+frame&oq=coat+rack+z+frame&gs_l=psy-ab.3...321809.326253.0.326845.17.17.0.0.0.0.121.1238.16j1.17.0....0...1.1.64.psy-ab..0.11.818...0j0i67k1j0i8i30k1.iSG7iZBaNfY&safe=active&ssui=on#imgrc=rl2vIokZK-OihM:,,
Coat Hanger,,0.25,https://www.rssd.com/shop/search/coat+rack/item/3507/Suit-Hangers%2c-16%2c-13-Gauge-------------(500Cs),,
Rollaway Bed Single,Use for out of town guests,10,http://asrentall.com/wp-content/uploads/2013/02/rollaway-bed.jpg,,
Wheelchair ,,12.5,https://www.uk-wheelchairs.co.uk/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/1/4/1473-heavy-duty-wheelchair-bariatric.jpg,,
,,,,,
Glassware,,,,,
8 oz Wine Glass, ,0.5, https://www.webstaurantstore.com/libbey-8464-citation-8-oz-wine-glass-case/5518464.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fgh53E74mifnSvOy-33SfWRMmiSWH_MYXvpT7qMYswMp1xSE7IYysRoCQXcQAvD_BwE,,
10 oz Wine Glass, ,0.5, https://www.webstaurantstore.com/stolzle-1000003t-weinland-10-oz-all-purpose-wine-glass-pack/5501000003.html,,
16 oz Wine Glass ,,0.5, https://www.webstaurantstore.com/masters-reserve-9123-renaissance-16-oz-wine-glass-case/5519123.html,,
Oregon Pinot Glass,,1.25,https://www.google.com/search?q=riedel+oregon+pinot+noir+glasses&rlz=1C5CHFA_enUS706US706&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjrkYyU6MbVAhULwGMKHcNDCIUQ_AUICygC&biw=1398&bih=727#imgrc=ApGLsCPYMQma8M:,,
Balloon Wine Glass, ,0.5, https://www.webstaurantstore.com/chef-sommelier-47017-cabernet-16-oz-balloon-wine-glass-by-arc-cardinal-case/55247017.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-flDSmHFXgRSe-MnCfssHyU-HUwWiKrmHQXecto1QlzlaKpmGYLC7DhoCyNIQAvD_BwE,,
Champagne Flute, ,0.5, http://wineenthusiast.scene7.com/is/image/WineEnthusiast/f/n/w/1500/24102.jpg,,
Pint Glass 16 oz,,0.5, https://www.webstaurantstore.com/core-16-oz-rim-tempered-mixing-glass-24-case/5535116HT.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjwjozPBRAqEiwA6xTOYNQQDyPudFC55aqCPVA5u9TB0p0xeniqasoC2KZFbAjIi0oi7JsjJxoCoO0QAvD_BwE,,
High Ball 8 oz, ,0.45, https://www.webstaurantstore.com/libbey-2318-lexington-8-oz-hi-ball-glass-case/5512318.html,,
Irish Coffee Mug,,0.5, https://www.webstaurantstore.com/core-8-oz-irish-coffee-mug-case/553343.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-ftN-pORrSt4hLTw6YhSh2TFajqQJW2Lz-U9IgE75weVT00NXpIPK3RoCvHMQAvD_BwE,,
Punch Cup,Punch Bowl rented separately,0.75, https://i.pinimg.com/236x/33/67/6b/33676bf5bb051580de8e8e2b2d4f9a00--tea-lights-tea-cups.jpg,,
"Punch Bowl, Cut Glass",PUnch Cup are rented separately ,12, https://p1.liveauctioneers.com/1044/76462/39987500_1_x.jpg?version=1439577201&width=1600&format=pjpg&auto=webp,,
White China Coffee Cup,7 oz;  saucer rented separately,0.5, https://www.webstaurantstore.com/core-7-oz-ivory-american-white-rolled-edge-tall-china-cup-pack/999TRE1.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fr16AG4DWczFjnW7ImjEwUqbDmZ2pw_ia0ClbpgB4ONGQqPw12uRGxoCxGwQAvD_BwE,,
Saucer , ,0.5,https://www.webstaurantstore.com/core-4-7-8-ivory-american-white-rolled-edge-china-saucer-pack/999TRE36.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fno8O_eyRPURhs4u9yR9KM6JVGy0c0I4KO4CBiRpMjoPpjdF-83FDRoCitcQAvD_BwE,,
Soup Bowl,10 oz  ,0.5,https://www.webstaurantstore.com/core-10-oz-ivory-american-white-wide-rim-rolled-edge-china-soup-bowl-pack/999TRE3.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fk_rPjT3h8T7lfMfx5NNv2KIDRE8Jkd6xDrc0pKYdcATgbkfcc2uOBoCmMkQAvD_BwE,,
,,,,,
Economy Dinner Forks,,0.4,https://d3ld6frh4bdurh.cloudfront.net/products/080/080-000205_large.jpg,,
Economy Dinner Knives,,0.4,https://d3ld6frh4bdurh.cloudfront.net/products/080/080-001208_large.jpg,,
Economy Salad/Dessert Fork,,0.4, https://www.tigerchef.com/winco-0002-06-windsor-heavy-weight.html?mkwid=s_dc&pcrid=103997744362&pkw=&pmt=&plc=&gclid=CjwKCAjw64bPBRApEiwAJhG-fjGKY8S5HmS55QXhIJbB4aAjkg0GPJ08wglI4AthPYzwe3miIntWYxoC7TQQAvD_BwE,,
Economy Teaspoon,,0.4,https://cdnimg.webstaurantstore.com/images/products/extra_large/61404/1392908.jpg,,
,,, ,,
Pearl Dinner Fork, ,0.5,http://www.kirbysupply.com/Equipment/Tabletop_Essentials/Update/Pearl_Pattern_Flatware/PL-85.htm,,
Pearl Dinner Knife, ,0.5,http://www.kirbysupply.com/Equipment/Tabletop_Essentials/Update/Pearl_Pattern_Flatware/PL-88.htm,,
Pearl Salad/Dessert Fork,,0.5,https://d3ld6frh4bdurh.cloudfront.net/products/370/370-pl86_large.jpg,,
Pearl Teaspoon,,0.5,http://www.kirbysupply.com/Equipment/Tabletop_Essentials/Update/Pearl_Pattern_Flatware/PL-81.htm,,
Pearl Tablespoon,,0.5,https://d3ld6frh4bdurh.cloudfront.net/products/370/370-pl810_large.jpg,,
Pearl Soup Spoon,,0.5,https://www.instawares.com/products/O/ONA-T163SBLF_83201195801_full.jpg,,
Pearl Ice Cream Spoon,,0.5,no image ,,
Pearl Pickle Forks,,0.5,no image ,,
Steak Knife,,0.5,http://ralphsrentall.com/wp-content/uploads/2016/02/knife_steak-1-300x296.jpg,,
,,,,,
Baguette Dinner Fork,,0.5, http://www.thesheffieldcutleryshop.co.uk/wp-content/uploads/Baguette-Table-Fork.jpg,,
Baguette Dinner Knife,,0.5, https://d3ld6frh4bdurh.cloudfront.net/products/192/192-8135502_large.jpg,,
Baguette Salad/Dessert Fork,,0.5, https://www.americanrestaurantsupply.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/A/B/ABCPAR06.jpg,,
Baguette Teaspoon,,0.5,https://www.google.com/search?biw=1920&bih=950&tbm=isch&sa=1&q=baguette+teaspoon&oq=baguette+teaspoon&gs_l=psy-ab.3...4144.4144.0.6292.1.1.0.0.0.0.59.59.1.1.0....0...1.1.64.psy-ab..0.0.0.-slOgscXllQ&safe=active&ssui=on#imgrc=JP0TOZJsrr8KFM:,,
Baguette Tablespoon,,0.5, https://www.bargreen.com/media/catalog/product/cache/1/image/363x/040ec09b1e35df139433887a97daa66f/a/b/abcpar15.jpg,,
,,,,,
"White China Lunch Plate 9""",,0.5, http://www.camelotspecialevents.com/PICS/CastleCoupChina.jpg,,
"White China Dinner Plate 10""", ,0.5, http://www.camelotspecialevents.com/PICS/CastleCoupChina.jpg,,
"White China Dessert Plate 7""",,0.5, http://www.camelotspecialevents.com/PICS/CastleCoupChina.jpg,,
White China Creamer,,0.5,https://www.webstaurantstore.com/american-metalcraft-pbc25-2-oz-porcelain-bell-creamer/124PBC25.html?utm_source=Google&utm_medium=cpc&utm_campaign=GoogleShopping&gclid=CjwKCAjw64bPBRApEiwAJhG-fo7WdqskCO5QAkOwEzCp0PQijv49sPBr8CDIc_Qdwk-tg-cT0nTKehoCuW8QAvD_BwE,,
White China Sugar Bowl,,0.5,no iimage ,,
,,,,,
Concessions,,,,,
Sno Cone Machine ,Flavors & Cones available for purchase ,47,https://www.google.com/search?q=sno+kone+machine&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjWwqObl_TVAhVIzGMKHYzKBvcQ_AUICigB&biw=1920&bih=950&safe=active&ssui=on#imgrc=4OHIgMO-SaKjfM:,,
Popcorn Machine,Popcorn & Bags available for purchase,47,https://www.google.com/search?q=popcorn+machine+gold+medal&source=lnms&tbm=isch&sa=X&ved=0ahUKEwiCyMapl_TVAhUUwGMKHXSiCxUQ_AUICigB&biw=1920&bih=950&safe=active&ssui=on#imgrc=2NoBMdxHR8xDYM:,,
Cotton Candy Machine,Flavors & Cones available for purchase ,47,https://www.google.com/search?q=cotton+candy+machine+gold+medal&source=lnms&tbm=isch&sa=X&ved=0ahUKEwjK-_y6l_TVAhVQ4mMKHQPIBl0Q_AUICigB&biw=1920&bih=950&safe=active&ssui=on#imgrc=eBSN9u_qAJ8blM:,,
Frusheeze Machine Double,Perfect for slushies or margaritas. Slush mix available for purchase,95,https://www.google.com/search?rlz=1C5CHFA_enUS706US706&tbm=isch&q=Frusheez+machine&spell=1&sa=X&ved=0ahUKEwjQtoHb8cbVAhUPS2MKHXkMDTwQvwUIYCgA&biw=1398&bih=727&dpr=1#imgrc=vh4FFVI3N-Hf3M:,,
Hot Dog Roller,Holds 27 quarter lb hot dogs,45,http://www.gmpopcorn.com/products/product-description.cfm?pid=3062,,
,,,,,
Games and Props,,,,,
Small Wheel of Fortune,"24"" diameter, dry erase surface",25,https://www.rssd.com/shop/catalog/party-items%2c-non-foodservice/gaming-equipment/wheels-of-chance/wheels---and---layouts/item/WOC-36COLOR/Wheel-of-Chance%2c-36-Color-wTable-Stand,,
Large Wheel of Fortune,"36"" diameter, dry erase surface",36,https://www.rssd.com/shop/catalog/party-items%2c-non-foodservice/gaming-equipment/wheels-of-chance/wheels---and---layouts/item/WOC-36COLOR/Wheel-of-Chance%2c-36-Color-wTable-Stand,,
Duck Pond,50 gallon tank; comes with submersible pump to make ducks swim ,45,http://www.twisterdisplay.com/misc.-interactive-games/duck-pond,,
Dunk Tank Trailer ,"On dolly wheels and trailer hitch, 250lb seat capacity",179,http://www.twisterdisplay.com/dunk-tank-water-games/econodunker-with-window,,
Wine Barrel ," Use for decor, cake table, sand ceremony, ",25,,http://rsvpparty.com/wp-content/uploads/2016/04/WINE-BARREL-NATURAL.jpg,
Cornhole Game,"Comes with 8 bean bags, metal legs provide stability",29,https://www.amazon.com/Viva-Sol-Bean-Toss-Game/dp/B01F8XNOJM/ref=sr_1_36?ie=UTF8&qid=1503887782&sr=8-36-spons&keywords=cornhole&psc=1,,
Bocce Ball Game,For 2-8 players,19,https://www.amazon.com/Viva-Sol-Premium-Bocce-Wooden/dp/B00WBIY3CK/ref=sr_1_1?s=sporting-goods&ie=UTF8&qid=1503887854&sr=1-1-spons&keywords=bocce+viva+sol&psc=1,,
Football Toss Frame Game,Easy setup; for use indoors/outdoors,25, http://www.twisterdisplay.com/frame-games/quarterback-toss,,
Golf Frame Game,Easy setup; for use indoors/outdoors,25,http://www.twisterdisplay.com/frame-games/golf-challenge,,
Volleyball Game Set ,Perfect for a volleyball match,29,https://www.bisoninc.com/wp-content/uploads/SVB400.jpg,,
Ladder Ball ,Use for 2-4 players,29,https://static.meijer.com/Media/007/88451/0078845101201_0600.png,,
,,,,,
Performance,,,,,
Dance Floor Package 12' x 12',Accomodates approxiamately 36 people,237,http://www.psfurniture.com/products/portable-flooring/eventxpress-seamless-portable-dance-floor,,
Dance Floor Section 3'x 4',Each piece will accomodate 3 people,16,http://www.psfurniture.com/products/portable-flooring/eventxpress-seamless-portable-dance-floor,,
PA sound system w/mic," One speaker on stand, blue tooth compatible; comes with wireless mic",87,https://www.anchoraudio.com/liberty-platinum/,,
speaker stands pair,wireless Connection between speakers,20,https://www.anchoraudio.com/liberty-platinum/,,
Easel,"Can hold 100lbs; use for posters, signs",10,https://www.rssd.com/shop/search/easel/item/87024/Display-Easel%2c-Heavy-Duty-Tripod%2c-6%27%2c-Da-Lite%2c-Black,,
Stage 4' x 8' section,12in or 24in legs available; steps available for additional charge ,30, http://www.arlingtonrental.com/img/services/Stage4%27%20x8%27.jpg,,
Stage Steps,,50,https://www.google.com/search?q=biljax+stage&rlz=1C5CHFA_enUS706US706&source=lnms&tbm=isch&sa=X&ved=0ahUKEwi3zPGc98bVAhVV7WMKHfJ-AkgQ_AUICygC&biw=1398&bih=727#imgrc=JqkRAyEkM8QkSM:,,
Generator 2000 Honda (Whisper),"2000 watt; 120V; 8.1 hrs per 1 gallon of gas; use for portable fans, TV/DVD players, computer, coffee maker",40,https://www.google.com/search?biw=1920&bih=901&tbm=isch&sa=1&q=3000+kw+generator+whisper&oq=3000+kw+generator+whisper&gs_l=psy-ab.3...28363.36393.0.36617.16.14.2.0.0.0.97.985.14.14.0....0...1.1.64.psy-ab..0.6.363...0j0i13k1j0i7i30k1j0i24k1.TPFEVqYHyAA&safe=active&ssui=on#imgrc=1O_mQFs6rtLGRM:,,
Generator 2500 Watt,"2500 watt; 120V; use for TV/DVD players, computer ",40,https://cdn.dealerspike.com/imglib/v1/800x600/imglib/trimsdb/4205871-0-17993861.jpg,,
Generator 3000 kw (Whisper),3000 watt; 12V DC outlet,65,https://www.yamaha-motor.ca/images/pages/products/units/PP/large/EF3000iSE_1_l.png,,
Generator 5.0-6.0 kw,5000- 6000 watt,65, https://ae01.alicdn.com/kf/HTB1z317KFXXXXbfXXXXq6xXFXXX5/Sea-shipping-avr-for-font-b-generator-b-font-font-b-6500-b-font-Recoil-starting.jpg,,
Generator 6500 KW (Whisper),run for 8.1 hours at full load; 11.2 hours at half load; 120V or 240V; ,85,https://www.homepower.com/sites/default/files/styles/article_gallery_active/public/articles/images/7_EU6500is_back%5B1%5D.jpg?itok=_WW5S036,,
